precip	MIROC5	RCP60	REGRESION	decimas	1
P11608	41.077	-3.678	182	geo	2006	2100	-1
P11608 2006 1 0 0 0 12 0 0 9 0 0 9 22 85 202 86 58 108 81 85 54 27 12 0 0 23 16 0 15 18 31 0 14
P11608 2006 2 0 46 0 21 0 0 0 0 0 0 0 0 38 45 45 43 33 19 32 48 37 26 23 19 0 9 14 22 -999 -999 -999
P11608 2006 3 48 70 86 117 114 105 115 111 74 49 68 52 39 32 34 0 109 113 94 48 56 44 43 36 36 0 37 45 67 0 77
P11608 2006 4 42 46 0 0 0 0 0 0 18 3 0 0 0 9 9 0 16 0 0 0 0 0 11 17 0 0 60 64 44 36 -999
P11608 2006 5 34 38 31 40 36 56 27 14 0 0 0 19 28 31 22 0 20 19 24 29 14 7 9 9 0 0 0 0 20 0 0
P11608 2006 6 0 0 0 8 0 0 0 0 16 0 0 19 0 0 0 11 0 0 0 13 11 0 10 15 16 0 18 17 14 0 -999
P11608 2006 7 0 0 11 0 14 20 0 0 10 0 0 9 0 0 0 0 0 7 0 19 0 0 0 0 0 0 0 0 0 0 0
P11608 2006 8 0 12 0 0 0 0 16 11 0 0 0 0 0 0 15 0 0 0 0 17 0 0 0 0 17 16 11 0 11 0 18
P11608 2006 9 9 0 0 14 18 0 0 0 0 0 11 0 0 10 0 16 0 0 14 15 0 0 0 0 14 0 0 14 15 17 -999
P11608 2006 10 0 0 0 0 0 0 0 0 13 0 0 0 24 26 27 23 13 8 0 0 19 15 0 0 22 0 13 24 24 17 0
P11608 2006 11 17 15 0 0 0 0 27 27 0 0 0 0 0 0 0 6 8 7 0 15 28 33 39 60 0 15 0 0 0 0 -999
P11608 2006 12 0 0 0 0 0 0 30 55 0 0 28 0 33 30 57 83 26 0 0 0 26 55 105 63 0 46 29 24 25 0 0
P11608 2007 1 16 18 0 4 0 0 0 0 0 3 0 0 0 7 0 1 0 0 29 0 16 0 11 22 36 38 29 47 50 39 27
P11608 2007 2 0 25 43 50 30 24 40 107 196 151 43 0 22 19 21 12 0 44 0 33 36 0 50 35 37 0 33 36 -999 -999 -999
P11608 2007 3 26 0 33 48 59 39 0 21 23 17 32 74 84 103 62 29 29 0 15 30 22 30 11 0 10 0 0 0 0 7 6
P11608 2007 4 0 0 0 0 18 36 15 0 7 0 0 0 59 26 0 18 25 0 51 38 37 35 46 47 0 24 13 0 5 4 -999
P11608 2007 5 0 0 0 0 46 0 16 0 0 0 19 26 30 36 29 23 0 0 0 19 0 0 0 0 0 0 0 0 0 0 0
P11608 2007 6 0 0 0 0 23 0 18 0 0 9 0 0 0 22 12 0 0 0 0 0 0 0 0 14 10 13 0 0 23 20 -999
P11608 2007 7 15 0 0 0 16 0 14 0 0 0 29 0 0 0 0 0 0 0 0 17 0 0 0 0 0 0 0 0 0 0 0
